2025-11-03 21:56:09,755 - scripts.services.llm_service - INFO - LLM原始返回: '待审查的关系对象描述了“大日本帝国”（Organization）与“慰安妇”（Organization）之间的“FOUNDED”（建立）关系。

首先，我们来分析节点类型。“大日本帝国”被明确标识为“Organization”，这符合规则中对“Organization”的定义，可以包括国家实体。然而，“慰安妇”被标识为“Organization”。根据提供的节点类型定义，“Organization”指的是“组织，包括职务、职级、泛称，包括国家。包括政府等行政区权力机关。” “慰安妇”并非一个具有独立法人资格或行政职能的组织，而更多是指代一个被强迫从事性服务的群体，或者是一个被建立的“制度”。如果将其视为一个“制度”或“体系”，那么它可能更符合“Movement”或“Document”的定义，例如“防火长城”被归类为“Movement”，而“一国两制”被归类为“Document”。但此处明确指定为“Organization”，我们需要基于此进行判断。

接下来，我们考察关系类型“FOUNDED”。该关系用于描述“实体创立组织的行为”。在当前案例中，“大日本帝国”（Organization）“FOUNDED”了“慰安妇”（Organization）。这暗示“慰安妇”作为一个“Organization”是被“大日本帝国”所建立的。描述中的“日本军队建立了‘慰安妇’制度”也支持了这种“建立”或“创建”的语义。

现在，我们来评估是否存在删除的必要性，严格依据【规则：需要删除的情况】。

1.  **方向错误**: “FOUNDED”关系是“Person/Organization/Event/Movement/Document -`FOUNDED`-> Organization”。源节点“大日本帝国”是Organization，目标节点“慰安妇”被标识为Organization。关系的类型和方向符合规则定义，不存在方向错误。

2.  **内容冗余**: 我们需要判断是否存在另一个更具体的、能够更准确地反映描述的关系类型，并且该关系类型应用于相同的source和target。
    *   “FOUNDED”的关系语义是“创立组织”。描述中提到“日本军队建立了‘慰安妇’制度”，这直接指向了“建立”这个动作。
    *   是否存在更具体的、可以替代“FOUNDED”的关系？“Person/Organization/Event/Movement/Document -`PUSHED`-> Person/Organization/Event/Movement/Document”关系描述“起推动、促进作用”。“慰安妇”制度的建立无疑是对该制度所涉及群体的“推动”或“促进”（从加害者角度而言，尽管是负面意义）。然而，“FOUNDED”比“PUSHED”更直接地描述了“建立”这一行为，特别是当目标是一个“Organization”时。“FOUNDED”就是专门为了描述这种“建立组织”的行为而设定的，其精确性高于“PUSHED”。
    *   “Person/Organization/Event/Movement/Document -`BLOCKED`-> Person/Organization/Event/Movement/Document”关系描述“起阻碍、反对作用”。显然不适用。
    *   “Person/Organization/Event/Movement/Document -`INFLUENCED`-> Person/Organization/Event/Document/Location”关系是通用关系。如果“FOUNDED”不能被精确描述，则考虑“INFLUENCED”。但“FOUNDED”本身就是一个非常具体的关系，用来描述“建立组织”。

    考虑到“FOUNDED”专门用于描述“实体创立组织的行为”，而描述明确提及“建立了‘慰安妇’制度”，并且目标节点被限定为“Organization”，那么“FOUNDED”关系是直接且准确的。即便“慰安妇”作为Organization的类型认定可能存在一些争议（例如，如果将其视为一个“制度”而非“实体组织”），但在给定类型的前提下，“FOUNDED”是直接指向“建立”这一核心语义的。

    我们再进一步思考，是否存在其他关系可以更准确地描述“大日本帝国”与“慰安妇”（作为Organization）之间的关系。
    *   `MEMBER_OF`: 不适用。
    *   `SUBORDINATE_OF`: 不适用，不是直接上下级汇报关系。
    *   `MET_WITH`: 不适用于组织与组织之间的“建立”行为。
    *   `FRIEND_OF` / `ENEMY_OF`: 不适用。
    *   `PUSHED` / `BLOCKED`: 如前所述，“FOUNDED”比“PUSHED”更具体。

    关键在于“FOUNDED”就是用于“创立组织”。即便“慰安妇”的“Organization”属性有些牵强，但如果规则强制我们接受其为“Organization”，那么“FOUNDED”就是最直接描述“建立”该“Organization”的关系。

    根据“铁的原则是：以下几个可用关系，要覆盖所有可能的关系语义。因此，不要过度严苛。”以及“只要关系本身没有大的问题，均予保留。”，我们认为“FOUNDED”关系在这里是贴合“建立”这一行为的，并且在给定的节点类型下，没有更精确的关系能够替代它。

    尽管“慰安妇”这个概念作为“Organization”的定性可能值得商榷，但我们被严格要求“严禁质疑”，并基于给定的类型进行判断。在“大日本帝国”作为“Organization”去“建立”一个被定义为“Organization”的“慰安妇”的场景下，“FOUNDED”是最符合语义的选择。它准确地捕捉了“建立”这个核心动作，并且没有更具体的、能够替代它的关系存在。

    因此，认为该关系存在冗余，以至于需要删除，其把握程度远未达到90%的删除门槛。

    我们倾向于保留关系，因为删除意味着信息的遗失，而当前的关系“FOUNDED”虽然可能在节点类型上存在一些语义上的模糊性（尽管规则要求不质疑），但它确实传达了“大日本帝国”对“慰安妇”制度的“建立”这一核心事实。

    因此，基于现有规则，即使节点类型存在潜在的疑问，但关系类型“FOUNDED”与描述高度契合，且没有更优的、更具体的替代关系，也不存在方向错误。

    最后，再次审视“Founding”的定义：“描述实体创立组织的行为”。描述：“日本军队建立了‘慰安妇’制度”。这个“制度”在此被表示为“Organization”。“建立”与“Founding”高度一致。

    考虑到规则强调“严禁过度严苛”、“只要关系本身没有大的问题，均予保留”，并且“一旦删除意味着信息的彻底遗失”，而“当且仅当把握大于90%时，删除关系”，我们认为此处删除的可能性不大。

    即便“慰安妇”更像一个“Movement”或“Document”，但被强制定义为“Organization”时，“FOUNDED”是最直接表达“建立”该“Organization”的关系。

    我们没有发现任何理由可以确信存在一个更精确的关系可以替代“FOUNDED”，也没有发现“FOUNDED”本身有明确的错误。

结论：False (保留)'
2025-11-03 21:56:09,756 - scripts.services.llm_service - INFO - LLM决策: False (保留)
2025-11-03 21:58:50,561 - scripts.check_pageviews - INFO - [*] 正在网络查询: 徐小鳳 (zh)
2025-11-03 21:58:50,561 - scripts.check_pageviews - INFO - [*] 正在网络查询: 連勝文 (zh)
2025-11-03 21:58:50,561 - scripts.check_pageviews - INFO - [*] 正在网络查询: 熊克武 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 唐肅宗 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 周侗 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 扬帆 (政治人物) (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 潘天寿 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孝明高皇后 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 明智光秀 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈雨露 (zh)
2025-11-03 21:58:50,562 - scripts.check_pageviews - INFO - [*] 正在网络查询: 方毅 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陳幸妤 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 娜杰日达·克鲁普斯卡娅 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李贤 (大学士) (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 诺罗敦·西哈努克 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吳敦義 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 溥傑 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孙亚芳 (zh)
2025-11-03 21:58:50,563 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孝恭章皇后 (zh)
2025-11-03 21:58:50,564 - scripts.check_pageviews - INFO - [*] 正在网络查询: 额亦都 (zh)
2025-11-03 21:58:50,564 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈小江 (zh)
2025-11-03 21:58:50,564 - scripts.check_pageviews - INFO - [*] 正在网络查询: 常遇春 (zh)
2025-11-03 21:58:50,564 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李政 (1970年) (zh)
2025-11-03 21:58:50,564 - scripts.check_pageviews - INFO - [*] 正在网络查询: 弘時 (zh)
2025-11-03 21:58:50,564 - scripts.check_pageviews - INFO - [*] 正在网络查询: 刘志坚 (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈锦秀 (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李敏 (1936年) (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 马君武 (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李素文 (1935年) (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吳伯雄 (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 谢春涛 (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孙坚 (zh)
2025-11-03 21:58:50,565 - scripts.check_pageviews - INFO - [*] 正在网络查询: 叶选廉 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李由 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 舒乙 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 杨虎城 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 杜世成 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 唐宪宗 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 玟贵妃 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 周霁 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 韩杼滨 (zh)
2025-11-03 21:58:50,566 - scripts.check_pageviews - INFO - [*] 正在网络查询: 何长工 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 麥理浩 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 方逸華 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴法宪 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 曹彰 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 刘金国 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 連橫 (歷史學家) (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 宋丹丹 (zh)
2025-11-03 21:58:50,567 - scripts.check_pageviews - INFO - [*] 正在网络查询: 嚴復 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 田中角荣 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 姚冶诚 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 張瑛 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 赖建安 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 馮國璋 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 高力士 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 方永祥 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 彭孟緝 (zh)
2025-11-03 21:58:50,568 - scripts.check_pageviews - INFO - [*] 正在网络查询: 楊憲 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 于敏 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 杨成武 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李濟深 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 巴拉克·奧巴馬 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 袁克定 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 梁从诫 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 顾刚 (zh)
2025-11-03 21:58:50,569 - scripts.check_pageviews - INFO - [*] 正在网络查询: 張士誠 (zh)
2025-11-03 21:58:50,570 - scripts.check_pageviews - INFO - [*] 正在网络查询: 刘光斌 (zh)
2025-11-03 21:58:50,570 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李朝卿 (zh)
2025-11-03 21:58:50,570 - scripts.check_pageviews - INFO - [*] 正在网络查询: 梁再冰 (zh)
2025-11-03 21:58:50,570 - scripts.check_pageviews - INFO - [*] 正在网络查询: 姚文智 (zh)
2025-11-03 22:00:50,483 - scripts.check_pageviews - INFO - 批次 2 处理完毕，暂停 5 秒以降低API请求频率...
2025-11-03 22:00:55,489 - scripts.check_pageviews - INFO - --- 正在处理批次 3/38 (共 120 项) ---
2025-11-03 22:00:55,489 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张作相 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 司徒美堂 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 约翰·加尔文 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 瑾妃 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 卡尔·波普尔 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 林美珠 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李喜明 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 赵正永 (zh)
2025-11-03 22:00:55,490 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李煥 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 王愛明 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 伯多祿·帕羅林 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 葉名琛 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 善耆 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 徐西盛 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李憲 (寧王) (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴桂贤 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 徐起零 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陶成章 (zh)
2025-11-03 22:00:55,491 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朱仲丽 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴亮平 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 蔡和平 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张红兵 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 许学强 (空军) (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 黃大洲 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 馬萬祺 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李显扬 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 欧阳夏丹 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 趙爾巽 (zh)
2025-11-03 22:00:55,492 - scripts.check_pageviews - INFO - [*] 正在网络查询: 郭艾伦 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 武三思 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 郭偉强 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 阿桂 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 袁国映 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 潘曦 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴烈 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 盛光祖 (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 楊牧 (臺灣) (zh)
2025-11-03 22:00:55,493 - scripts.check_pageviews - INFO - [*] 正在网络查询: 欧进萍 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 林忠钦 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 高志丹 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 谢镗忠 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 高君雅 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朱棣生母 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈占祥 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈思源 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 周大文 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 雷敏 (zh)
2025-11-03 22:00:55,494 - scripts.check_pageviews - INFO - [*] 正在网络查询: 山中伸彌 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 邓亚萍 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张青松 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 郭任远 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 瞿独伊 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 周培源 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 塔克世 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 董亦湘 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 赵长禄 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 天智天皇 (zh)
2025-11-03 22:00:55,495 - scripts.check_pageviews - INFO - [*] 正在网络查询: 余經緯 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 冯基平 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴玉章 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 司馬防 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 主父偃 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 刘国跃 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朱邦復 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 褚英 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 幣原喜重郎 (zh)
2025-11-03 22:00:55,496 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李建成 (1964年) (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 白芸 (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 王乐平 (1884年) (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李培根 (1948年) (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 郑钢淼 (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 曾希聖 (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 高政 (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 董奇 (zh)
2025-11-03 22:00:55,497 - scripts.check_pageviews - INFO - [*] 正在网络查询: 黎鉏 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 王力平 (政治人物) (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 劉巴 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陳嘉君 (社運人士) (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陶勇 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 奕纬 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吕蒙正 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李长进 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李默庵 (zh)
2025-11-03 22:00:55,498 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李人俊 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 程建平 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈宝泉 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 胡瑞邦 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 田曾佩 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 查濟民 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 曾生 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 趙家驤 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 梁乃鵬 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张景虎 (zh)
2025-11-03 22:00:55,499 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李明 (1986年) (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 雷佳 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 張昭雄 (政治人物) (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李永盛 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朱榑 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 林文斌 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 罗炳辉 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 让-巴蒂斯特·路易·葛罗 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张丽君 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 宁高宁 (zh)
2025-11-03 22:00:55,500 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李歐梵 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 潘复生 (政治人物) (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 石永泰 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李军 (1963年) (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 邓春膏 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 孔玲 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 朱國治 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 林清祥 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 李富蘭 (zh)
2025-11-03 22:00:55,501 - scripts.check_pageviews - INFO - [*] 正在网络查询: 赵元佐 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 林育南 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 馬乃西 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 冷少杰 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 劉宗敏 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 宋克达 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 金英一 (zh)
2025-11-03 22:00:55,502 - scripts.check_pageviews - INFO - [*] 正在网络查询: 魏洪亮 (zh)
2025-11-03 22:02:55,408 - scripts.check_pageviews - INFO - 批次 3 处理完毕，暂停 5 秒以降低API请求频率...
2025-11-03 22:03:00,413 - scripts.check_pageviews - INFO - --- 正在处理批次 4/38 (共 120 项) ---
2025-11-03 22:03:00,414 - scripts.check_pageviews - INFO - [*] 正在网络查询: 列夫·加米涅夫 (zh)
2025-11-03 22:03:00,414 - scripts.check_pageviews - INFO - [*] 正在网络查询: 杨晓军 (zh)
2025-11-03 22:03:00,414 - scripts.check_pageviews - INFO - [*] 正在网络查询: Kolas Yotaka (zh)
2025-11-03 22:03:00,414 - scripts.check_pageviews - INFO - [*] 正在网络查询: 吴阶平 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 鄭義 (作家) (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 齐向东 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 张洪斌 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 唐兴华 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 黄瑞雪 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 傅煒亮 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 薛宏伟 (zh)
2025-11-03 22:03:00,415 - scripts.check_pageviews - INFO - [*] 正在网络查询: 王秉璋 (zh)
2025-11-03 22:03:00,416 - scripts.check_pageviews - INFO - [*] 正在网络查询: 陈强 (1957年) (zh)
